merchant_id,merchant_user_cnt,merchant_total_actions,merchant_item_cnt,merchant_brand_cnt,merchant_cat_cnt,merchant_action_0_cnt,merchant_action_1_cnt,merchant_action_2_cnt,merchant_action_3_cnt,merchant_buy_user_cnt,merchant_buy_ratio,merchant_avg_actions_per_user
2430,102,822,52,1,3,736,1.0,77,8,53,0.5145631067961165,7.980582524271845
2431,2937,10036,74,3,5,9364,23.0,203,446,183,0.06228727025187202,3.415929203539823
2432,683,3406,49,1,15,2775,3.0,360,268,219,0.3201754385964912,4.97953216374269
2433,2142,11256,517,1,16,9496,14.0,511,1235,322,0.1502566495566962,5.252449836677555
2434,805,1991,53,1,3,1716,22.0,102,151,99,0.1228287841191067,2.470223325062035
2435,4307,13180,27,1,5,10504,21.0,1807,848,1148,0.26648096564531104,3.0594243268337977
2436,3624,17596,285,1,21,15825,17.0,934,820,479,0.13213793103448276,4.854068965517241
2437,1894,4563,29,2,4,3979,2.0,393,189,275,0.14511873350923482,2.407915567282322
2438,716,1790,112,15,23,1431,3.0,213,143,179,0.2496513249651325,2.496513249651325
2439,1109,3234,14,2,2,2878,4.0,247,105,211,0.1900900900900901,2.9135135135135135
2440,6756,17151,353,1,21,15226,10.0,710,1205,526,0.07784519757288738,2.5382566227615806
2441,4312,10898,302,1,4,8880,15.0,958,1045,768,0.17806631115233015,2.5267795038256433
2442,930,4080,166,9,13,3711,6.0,204,159,142,0.15252416756176154,4.382384532760472
2443,1226,3915,212,1,3,3609,17.0,83,206,78,0.06356968215158924,3.1907090464547676
2444,1589,3763,141,1,4,3296,2.0,172,293,155,0.09748427672955975,2.3666666666666667
2445,2413,7071,68,2,10,6121,7.0,673,270,580,0.24026512013256007,2.929163214581607
2446,1313,2692,45,10,10,2369,3.0,119,201,111,0.08447488584474885,2.0487062404870624
2447,5499,20707,338,1,12,17895,36.0,2024,752,1509,0.27436363636363637,3.7649090909090908
2448,6272,15750,251,1,16,13603,44.0,1557,546,1168,0.18619480312450185,2.5107604017216643
2449,5096,25774,449,1,32,23494,26.0,1142,1112,552,0.10829899941141848,5.056700019619384
2450,3556,11280,100,1,4,9796,10.0,973,501,773,0.21731796457689065,3.171211695248805
2451,993,3228,106,1,6,2553,2.0,500,173,310,0.3118712273641851,3.2474849094567406
2452,1074,3205,64,1,5,2820,12.0,202,171,167,0.15534883720930232,2.9813953488372094
2453,1801,5842,333,2,3,5011,6.0,435,390,335,0.18590455049944507,3.241953385127636
2454,7117,20936,227,1,19,18645,24.0,1156,1111,790,0.11098623208766507,2.9412756392245014
2455,1897,5233,135,1,13,4189,3.0,719,322,510,0.26870389884088514,2.757112750263435
2456,2494,7241,94,1,4,6637,19.0,150,435,134,0.053707414829659315,2.902204408817635
2457,2150,5351,184,1,7,4657,10.0,249,435,192,0.08926080892608089,2.487680148768015
2458,546,1326,109,14,30,1131,4.0,128,63,74,0.13528336380255943,2.424131627056673
2459,9257,43703,282,3,19,38624,92.0,2664,2323,1851,0.1999351911860013,4.720565996975589
2460,4635,10626,301,2,16,9689,34.0,575,328,487,0.1050474547023296,2.2920621225194133
2461,597,1849,405,13,84,1530,2.0,237,80,99,0.16555183946488294,3.091973244147157
2462,1738,4587,43,1,9,3769,5.0,538,275,385,0.2213916043703278,2.637722829212191
2463,1216,2901,148,2,19,2472,3.0,307,119,218,0.1791290057518488,2.383730484798685
2464,1336,3506,31,7,7,3172,7.0,224,103,211,0.15781600598354525,2.6222887060583395
2465,4485,14169,1211,3,23,13234,49.0,431,455,387,0.08626839054837271,3.1584930896121266
2466,1704,4156,64,1,5,3745,5.0,189,217,158,0.09266862170087976,2.4375366568914956
2467,241,554,48,1,1,455,0.0,68,31,59,0.24380165289256198,2.2892561983471076
2468,18066,126861,2572,1,76,116537,149.0,5245,4930,2778,0.15376100071954393,7.021697016660209
2469,2636,6410,72,1,7,5897,16.0,150,347,134,0.05081532043989382,2.4307925673113386
2470,355,741,5,1,1,592,1.0,113,35,106,0.29775280898876405,2.081460674157303
2471,1452,4966,744,15,14,4597,10.0,192,167,172,0.11837577426015142,3.417756366139023
2472,2424,10487,448,2,14,9717,22.0,478,270,342,0.14103092783505156,4.324536082474227
2473,2107,5920,171,1,15,5197,20.0,399,304,331,0.15702087286527514,2.8083491461100567
2474,1764,4297,78,1,8,3466,3.0,545,283,295,0.1671388101983003,2.4345609065155807
2475,1417,3219,60,2,12,3032,1.0,92,94,70,0.04936530324400564,2.270098730606488
2476,669,3199,319,1,8,3004,3.0,81,111,64,0.0955223880597015,4.7746268656716415
2477,712,5444,473,1,18,4862,2.0,128,452,83,0.11640953716690042,7.635343618513324
2478,529,1664,202,1,16,1438,1.0,153,72,88,0.1660377358490566,3.139622641509434
2479,2303,8152,375,1,4,7576,15.0,145,416,107,0.046440972222222224,3.5381944444444446
2480,338,699,31,1,6,620,0.0,49,30,46,0.13569321533923304,2.061946902654867
2481,1760,4112,115,1,11,3429,3.0,387,293,347,0.1970471323111868,2.33503691084611
2482,7892,38995,91,1,21,31139,96.0,4282,3478,2658,0.33675408589889777,4.940453566451286
2483,1594,4020,150,1,9,3514,7.0,160,339,130,0.08150470219435736,2.520376175548589
2484,6920,21095,86,1,15,18890,35.0,1113,1057,1001,0.14463227857246064,3.0479699465395176
2485,1509,4237,96,3,14,3805,7.0,80,345,64,0.0423841059602649,2.805960264900662
2486,1062,2429,102,1,11,2088,4.0,166,171,140,0.1317027281279398,2.2850423330197556
2487,419,735,33,1,3,627,1.0,64,43,56,0.13333333333333333,1.75
2488,1147,2597,165,20,73,2247,3.0,229,118,156,0.13588850174216027,2.2621951219512195
2489,1804,5283,979,7,7,4548,3.0,463,269,402,0.2227146814404432,2.926869806094183
2490,607,2238,94,2,22,1982,9.0,136,111,87,0.14309210526315788,3.6809210526315788
2491,1430,4191,160,1,6,3788,17.0,208,178,194,0.13556953179594688,2.9287211740041927
2492,2344,5803,633,3,22,4697,2.0,912,192,738,0.31471215351812365,2.4746268656716417
2493,265,672,51,3,5,524,1.0,122,25,82,0.3082706766917293,2.526315789473684
2494,426,1320,59,1,5,1151,5.0,92,72,71,0.16627634660421545,3.091334894613583
2495,1069,2801,44,1,4,2337,3.0,324,137,214,0.2,2.6177570093457945
2496,1300,4908,479,1,10,4425,4.0,226,253,122,0.09377401998462721,3.7724827056110684
2497,1213,3817,197,1,12,3372,8.0,282,155,211,0.17380560131795716,3.144151565074135
2498,3600,10977,85,19,24,8824,9.0,1750,394,1362,0.37822826992502084,3.0483199111357955
2499,477,1484,25,1,10,1148,2.0,255,79,209,0.4372384937238494,3.1046025104602513
2500,1316,4373,220,1,14,3794,7.0,332,240,283,0.21488230827638571,3.320425208807897
2501,472,1582,255,1,14,1408,8.0,110,56,83,0.17547568710359407,3.3446088794926006
2502,547,1069,19,1,1,916,2.0,113,38,98,0.17883211678832117,1.9507299270072993
2503,2262,8596,268,1,13,7775,19.0,237,565,198,0.08749447635881573,3.798497569597879
2504,331,1500,48,1,8,1242,5.0,176,77,111,0.33433734939759036,4.518072289156627
2505,2044,7047,48,1,3,6074,24.0,502,447,471,0.23031784841075795,3.4459657701711492
2506,10534,33722,221,1,26,26994,44.0,4298,2386,2938,0.27887992406264833,3.2009492168960607
2507,625,1641,44,3,7,1469,2.0,83,87,74,0.1182108626198083,2.621405750798722
2508,3067,7575,310,2,4,6590,16.0,581,388,492,0.16036505867014342,2.4690352020860495
2509,1615,3833,67,1,7,3261,1.0,386,185,297,0.18378712871287128,2.3719059405940595
2510,5941,20743,292,1,11,18155,29.0,1523,1036,1286,0.21642544597778526,3.4909121507909795
2511,6244,21958,197,1,23,18332,32.0,2363,1231,1806,0.28919135308246596,3.5160928742994395
2512,3092,13404,901,1,19,12411,24.0,414,555,252,0.08147429679922405,4.333656644034917
2513,488,1326,53,1,2,1115,3.0,146,62,107,0.21881390593047034,2.7116564417177913
2514,946,1804,76,1,12,1584,1.0,132,87,80,0.08447729672650475,1.9049630411826821
2515,1869,4234,87,1,7,3586,5.0,431,212,327,0.1748663101604278,2.2641711229946524
2516,705,2904,385,1,2,2633,2.0,151,118,86,0.12181303116147309,4.113314447592068
2517,2181,4405,114,1,7,3899,5.0,92,409,78,0.035747021081576534,2.018790100824931
2518,3230,9984,180,1,2,8862,14.0,251,857,224,0.06932838130609718,3.0900649953574746
2519,866,2181,19,2,9,1996,9.0,81,95,67,0.07727797001153403,2.5155709342560555
2520,1720,4003,100,1,10,3286,5.0,490,222,469,0.2725159790819291,2.325973271353864
2521,803,1721,45,10,15,1363,4.0,249,105,189,0.23507462686567165,2.140547263681592
2522,340,1310,365,9,30,1094,9.0,177,30,78,0.2287390029325513,3.841642228739003
2523,413,1138,356,2,18,1016,3.0,72,47,62,0.1497584541062802,2.748792270531401
2524,771,1752,75,11,20,1560,4.0,140,48,116,0.15025906735751296,2.2694300518134716
2525,466,1689,170,1,8,1479,8.0,79,123,59,0.12633832976445397,3.6167023554603857
2526,4545,12106,67,1,4,9685,13.0,1741,667,953,0.20963484381874176,2.6630004399472065
2527,1587,7336,190,2,3,6631,14.0,273,418,229,0.1442065491183879,4.619647355163728
2528,637,2596,30,1,2,2324,2.0,132,138,61,0.09561128526645768,4.068965517241379
2529,1419,3603,51,2,11,2953,3.0,472,175,327,0.23028169014084507,2.537323943661972
2530,3189,8604,130,1,9,7544,26.0,610,424,450,0.14106583072100312,2.6971786833855798
2531,1602,7591,594,3,35,6864,14.0,415,298,167,0.1041796631316282,4.735495945102932
2532,687,3822,165,1,11,3377,10.0,342,93,118,0.17151162790697674,5.555232558139535
2533,1066,2997,167,17,89,2349,3.0,494,151,249,0.23336457357075913,2.808809746954077
2534,1218,2709,66,1,10,2327,9.0,266,107,196,0.16078753076292043,2.2223133716160786
2535,1734,5934,112,1,11,5233,13.0,386,302,205,0.11815561959654179,3.4201729106628243
2536,697,1647,30,4,5,1365,1.0,132,149,127,0.1819484240687679,2.359598853868195
2537,10867,48094,222,1,21,39593,123.0,6060,2318,4246,0.39068825910931176,4.4252852410747145
2538,1121,2586,94,1,2,2148,11.0,235,192,174,0.15508021390374332,2.304812834224599
2539,808,1905,32,1,7,1660,4.0,104,137,84,0.103831891223733,2.3547589616810876
2540,2531,5314,211,1,13,4690,14.0,356,254,244,0.09636650868878358,2.098736176935229
2541,2133,12334,157,2,24,10761,20.0,767,786,396,0.18556701030927836,5.779756326148079
2542,1805,4281,131,1,4,3633,2.0,238,408,207,0.11461794019933555,2.370431893687708
2543,933,2702,125,1,7,2337,6.0,154,205,144,0.15417558886509636,2.892933618843683
2544,1213,4330,176,1,4,4000,3.0,83,244,67,0.05518945634266886,3.5667215815485998
2545,7892,59731,882,1,39,54472,101.0,2547,2611,1759,0.22285569491954896,7.5675915368047635
2546,739,1498,106,4,11,1292,3.0,89,114,87,0.11756756756756757,2.0243243243243243
2547,7087,20134,138,1,11,17296,39.0,1682,1117,1242,0.17522573363431151,2.840575620767494
2548,1321,3409,383,21,114,2891,2.0,376,140,228,0.17246596066565809,2.5786686838124053
2549,1516,2896,166,1,11,2565,3.0,57,271,49,0.032300593276203035,1.909030982201714
2550,2335,7719,335,1,4,6625,7.0,518,569,353,0.15111301369863014,3.304366438356164
2551,1249,4510,35,1,7,3827,7.0,476,200,271,0.2168,3.608
2552,1029,2570,83,1,8,2229,1.0,229,111,180,0.17475728155339806,2.495145631067961
2553,559,1413,173,2,11,1270,1.0,78,64,74,0.13214285714285715,2.523214285714286
2554,725,1629,35,1,9,1439,4.0,136,50,117,0.16115702479338842,2.243801652892562
2555,2725,6678,206,27,29,5824,10.0,257,587,205,0.0752017608217168,2.4497432134996333
2556,1601,3915,85,1,18,3478,12.0,236,189,203,0.12671660424469414,2.443820224719101
2557,1649,3707,84,1,3,3331,7.0,135,234,128,0.07757575757575758,2.2466666666666666
2558,675,1381,31,1,7,1242,2.0,75,62,64,0.09467455621301775,2.0428994082840237
2559,2504,8102,269,21,95,7031,10.0,633,428,429,0.17125748502994012,3.2343313373253495
2560,14730,84885,1551,1,21,78589,104.0,3045,3147,2021,0.13719367320616388,5.762337926820989
2561,1973,5543,352,1,20,5183,6.0,189,165,125,0.06332320162107397,2.808004052684904
2562,3299,8135,113,16,19,6688,13.0,1134,300,1023,0.31,2.4651515151515153
2563,1521,4818,160,1,12,4192,3.0,235,388,160,0.10512483574244415,3.1655716162943497
2564,5268,13845,2544,2,28,12522,12.0,356,955,288,0.05465932814575821,2.6276333270070222
2565,9404,41891,365,1,7,36603,89.0,3210,1989,2304,0.24497607655502393,4.454120148856991
2566,2781,7353,65,3,11,6430,10.0,716,197,589,0.21171818835370237,2.643062544931704
2567,592,2761,186,1,9,2428,2.0,263,68,131,0.2209106239460371,4.655986509274873
2568,677,1316,58,5,7,1182,2.0,38,94,36,0.05309734513274336,1.9410029498525074
2569,3319,23786,299,1,12,20915,21.0,1945,905,997,0.30030120481927713,7.164457831325302
2570,3106,16946,129,1,6,13676,14.0,2276,980,1304,0.41969745735436115,5.454135822336659
2571,662,2553,76,1,6,2086,3.0,275,189,222,0.334841628959276,3.8506787330316743
2572,1883,4832,304,2,6,3894,2.0,779,157,513,0.27229299363057324,2.564755838641189
2573,3718,10953,112,2,39,8974,25.0,1345,609,1026,0.275880613068029,2.9451465447700995
2574,2236,4933,173,1,5,4075,6.0,253,599,222,0.09924005364327224,2.2051855163164955
2575,11091,31321,168,1,23,25005,47.0,4155,2114,3235,0.29165164082221423,2.823746844572665
2576,2776,9599,111,1,8,8018,4.0,1114,463,739,0.2661145120633778,3.4566078501980555
2577,1321,4711,68,2,4,4120,9.0,257,325,230,0.17397881996974282,3.5635400907715584
2578,619,1210,138,1,2,1061,2.0,72,75,62,0.1,1.9516129032258065
2579,4465,22959,43,1,6,20605,22.0,1213,1119,1005,0.2250335871025526,5.140841916703986
2580,4911,21237,345,2,17,17778,16.0,2252,1191,1308,0.2662866449511401,4.32349348534202
2581,533,1191,29,1,9,970,0.0,156,65,126,0.23595505617977527,2.230337078651685
2582,4883,19548,478,1,14,17423,38.0,606,1481,522,0.10687960687960688,4.002457002457002
2583,3137,8357,311,27,23,7463,8.0,438,448,372,0.11854684512428298,2.663161249203314
2584,7663,20911,598,22,38,18612,23.0,1067,1209,914,0.119258872651357,2.7284707724425887
2585,310,786,241,17,44,700,1.0,60,25,41,0.13183279742765272,2.527331189710611
2586,4436,14597,260,33,45,11910,17.0,2255,415,1191,0.26842461122379985,3.289835474419653
2587,506,985,33,1,5,853,2.0,73,57,72,0.14201183431952663,1.942800788954635
2588,4011,11352,178,1,11,10097,25.0,885,345,569,0.14182452642073778,2.8295114656031903
2589,177,468,66,1,10,402,3.0,46,17,42,0.23595505617977527,2.6292134831460676
2590,1888,7891,536,1,12,6875,15.0,549,452,206,0.10905240868184224,4.177342509264161
2591,9887,43181,179,1,7,36146,45.0,5246,1744,2037,0.20600728155339806,4.367010517799352
2592,6186,18810,251,1,15,15999,49.0,1852,910,1402,0.22660417003394215,3.0402456764182966
2593,3065,7927,165,1,6,6675,8.0,562,682,409,0.1333985649054142,2.585453359425962
2594,7250,45193,967,1,24,41774,19.0,1116,2284,772,0.10646807336919045,6.2326575644738655
2595,352,1042,99,4,9,867,1.0,131,43,96,0.2719546742209632,2.951841359773371
2596,1262,3295,59,2,17,2838,4.0,266,187,238,0.18844022169437846,2.608867775138559
2597,2360,6404,325,1,8,5616,18.0,191,579,181,0.07666243117323168,2.7124099957645065
2598,1341,3909,117,1,9,3466,8.0,196,239,181,0.13487332339791355,2.912816691505216
2599,732,1704,329,1,6,1493,7.0,115,89,99,0.13506139154160982,2.3246930422919507
2600,1552,3299,55,4,7,2732,4.0,432,131,377,0.2427559562137798,2.124275595621378
2601,943,2243,205,1,15,1987,4.0,156,96,111,0.11758474576271187,2.3760593220338984
2602,1444,4226,427,1,22,3848,3.0,130,245,110,0.07612456747404844,2.924567474048443
2603,1515,4615,256,1,3,3962,2.0,212,439,148,0.09762532981530343,3.0441952506596306
2604,166,673,73,5,7,571,3.0,76,23,45,0.2694610778443114,4.029940119760479
2605,453,1015,72,1,5,922,1.0,69,23,55,0.1211453744493392,2.23568281938326
2606,8167,25950,223,1,22,23404,39.0,1145,1362,800,0.0979431929480901,3.177032321253673
2607,1916,4564,38,2,10,4144,4.0,142,274,127,0.06624934793948878,2.3808033385498173
2608,2818,7702,78,1,4,6164,19.0,1220,299,1133,0.40191557289819085,2.7321745299751683
2609,791,1949,156,1,3,1624,4.0,198,123,121,0.1527777777777778,2.460858585858586
2610,560,2076,32,3,5,1594,3.0,441,38,241,0.4295900178253119,3.700534759358289
2611,1588,5329,170,11,56,4243,5.0,839,242,599,0.37696664568911264,3.3536815607300188
2612,316,1041,23,1,3,779,2.0,198,62,129,0.4069400630914827,3.2839116719242902
2613,388,1228,79,1,10,1034,3.0,157,34,119,0.3059125964010283,3.1568123393316196
2614,1092,2218,48,1,10,1872,6.0,213,127,134,0.12259835315645014,2.0292772186642267
2615,655,1478,86,1,3,1244,2.0,125,107,110,0.1676829268292683,2.2530487804878048
2616,1294,3220,226,2,1,2801,2.0,217,200,165,0.1274131274131274,2.4864864864864864
2617,12149,64242,232,1,5,56737,75.0,1459,5971,1121,0.09226337448559671,5.287407407407407
2618,1399,4015,90,3,7,3270,5.0,502,238,379,0.27071428571428574,2.867857142857143
2619,1377,3310,214,26,50,2614,5.0,448,243,391,0.28374455732946297,2.402031930333817
2620,2240,5536,96,2,8,4614,11.0,367,544,342,0.15261044176706828,2.470325747434181
2621,1581,4206,222,1,10,3677,8.0,341,180,256,0.16182048040455121,2.65865992414665
2622,785,2739,80,2,10,2587,6.0,75,71,61,0.07760814249363868,3.484732824427481
2623,749,4282,542,2,36,3769,15.0,224,274,74,0.09866666666666667,5.709333333333333
2624,2310,4932,90,6,24,3906,8.0,699,319,569,0.2462137602769364,2.1341410644742536
2625,606,1067,164,1,14,965,1.0,43,58,40,0.06589785831960461,1.757825370675453
2626,2382,7482,252,1,5,6720,6.0,336,420,307,0.1288292068820814,3.1397398237515737
2627,457,1368,149,1,11,1183,2.0,106,77,55,0.12008733624454149,2.986899563318777
2628,1422,2803,90,1,10,2504,10.0,82,207,69,0.04848910751932537,1.9697821503865074
2629,1769,5337,67,1,10,4381,5.0,674,277,582,0.3288135593220339,3.0152542372881355
2630,2665,7109,73,2,10,6360,3.0,451,295,263,0.0986496624156039,2.6665416354088523
2631,741,3603,179,1,27,3096,12.0,307,188,192,0.2587601078167116,4.855795148247979
2632,1122,3206,184,20,75,2710,3.0,302,191,176,0.15672306322350846,2.854853072128228
2633,1882,4940,48,10,19,4121,8.0,505,306,423,0.22464152947424323,2.623473181093999
2634,625,5946,524,1,16,5513,12.0,303,118,153,0.24440894568690097,9.498402555910543
2635,243,756,92,3,21,676,0.0,49,31,36,0.14754098360655737,3.098360655737705
2636,1011,3392,16,1,4,2849,8.0,383,152,346,0.34189723320158105,3.3517786561264824
2637,1729,4939,28,1,3,3773,5.0,985,176,513,0.29653179190751444,2.854913294797688
2638,913,2935,247,1,19,2565,1.0,161,208,68,0.07439824945295405,3.211159737417943
2639,7315,70158,365,2,26,64375,69.0,3484,2230,1230,0.16812465828321488,9.589666484417714
2640,4591,20831,443,1,91,18100,35.0,1623,1073,521,0.1134581881533101,4.536367595818815
2641,894,2315,209,35,42,1989,2.0,227,97,183,0.20446927374301677,2.5865921787709496
2642,1114,2745,104,4,15,2446,4.0,152,143,124,0.11121076233183856,2.4618834080717487
2643,1212,3839,89,18,21,3479,3.0,152,205,108,0.08903544929925804,3.164880461665293
2644,762,3031,36,1,4,2679,7.0,197,148,177,0.23197903014416776,3.9724770642201834
2645,2242,4698,105,1,6,4093,2.0,291,312,236,0.10521622826571556,2.094516272848863
2646,1265,4257,100,2,4,2789,1.0,1362,105,481,0.37993680884676145,3.362559241706161
2647,1974,4851,44,3,10,4468,7.0,106,270,92,0.04658227848101266,2.4562025316455696
2648,230,642,15,2,5,555,2.0,61,24,55,0.23809523809523808,2.779220779220779
2649,332,2202,352,8,21,1785,7.0,328,82,126,0.3783783783783784,6.612612612612613
2650,519,1418,55,1,4,1286,1.0,66,65,54,0.10384615384615385,2.726923076923077
2651,2719,11162,91,1,19,8647,14.0,1953,548,1308,0.4808823529411765,4.103676470588235
2652,3489,16606,161,1,25,15324,16.0,664,602,435,0.12464183381088825,4.758166189111748
2653,1391,4356,204,1,2,3791,4.0,411,150,268,0.1925287356321839,3.1293103448275863
2654,1111,11774,477,1,16,10983,7.0,187,597,85,0.0764388489208633,10.588129496402878
2655,787,3373,189,1,16,2881,0.0,335,157,190,0.24111675126903553,4.280456852791878
2656,1674,10822,441,23,39,8004,17.0,2391,410,526,0.31402985074626866,6.46089552238806
2657,2164,7099,218,7,16,6284,3.0,425,387,252,0.11639722863741339,3.278983833718245
2658,892,2249,83,1,15,1850,5.0,268,126,219,0.24524076147816348,2.518477043673012
2659,323,822,35,1,10,720,4.0,72,26,56,0.1728395061728395,2.537037037037037
2660,672,1332,26,1,2,1186,7.0,52,87,50,0.07429420505200594,1.9791976225854384
2661,382,1501,270,7,30,1255,6.0,155,85,54,0.1409921671018277,3.9190600522193213
2662,1903,8413,165,1,11,7626,9.0,460,318,367,0.19275210084033614,4.41859243697479
2663,1106,3475,111,4,34,2818,4.0,479,174,349,0.3152664859981933,3.139114724480578
2664,7041,67137,703,1,17,60287,65.0,4988,1797,2572,0.36523714853734734,9.533797216699801
2665,2789,8710,174,1,7,7637,13.0,577,483,423,0.15161290322580645,3.121863799283154
2666,491,2980,351,1,25,2772,2.0,76,130,52,0.10569105691056911,6.056910569105691
2667,4565,12391,37,11,9,10013,7.0,1939,432,1664,0.36443276390713975,2.713753832676303
2668,3365,10909,163,1,10,8455,8.0,1941,505,887,0.26351752822341057,3.240938799762329
2669,9395,48063,213,1,30,42420,113.0,3054,2476,2369,0.25212856534695616,5.115261813537676
2670,1046,3790,628,1,24,3422,2.0,143,223,86,0.08213944603629417,3.6198662846227316
2671,918,2678,73,1,15,2192,4.0,317,165,221,0.24047878128400435,2.9140369967355824
2672,1228,2417,12,1,3,2143,4.0,180,90,149,0.12123677786818551,1.966639544344996
2673,749,2985,69,1,8,2616,1.0,175,193,144,0.192,3.98
2674,5641,12634,171,1,14,10872,21.0,1165,576,751,0.13310882665721374,2.239276852180078
2675,1343,6228,1075,7,51,5636,4.0,250,338,111,0.08258928571428571,4.633928571428571
2676,31024,132467,971,2,26,119502,318.0,4742,7905,3319,0.10697824335213538,4.269685737308622
2677,13491,106447,475,1,45,95033,152.0,5719,5543,2204,0.16335606285206047,7.889638304180255
2678,827,2772,190,1,4,2410,3.0,172,187,110,0.13285024154589373,3.347826086956522
2679,733,1906,191,1,6,1635,2.0,180,89,147,0.20027247956403268,2.5967302452316074
2680,2298,5547,591,1,7,4722,7.0,248,570,233,0.10134841235319704,2.41278816876903
2681,1685,4505,88,10,16,3807,9.0,468,221,404,0.23962040332147094,2.6720047449584814
2682,1155,4383,352,4,4,3930,1.0,226,226,135,0.11678200692041522,3.791522491349481
2683,3191,8424,223,5,17,8076,21.0,117,210,111,0.03477443609022556,2.6390977443609023
2684,1968,8727,324,1,15,7883,10.0,544,290,333,0.1691213814118842,4.432199085830371
2685,1095,2036,120,1,10,1865,0.0,51,120,47,0.04288321167883212,1.8576642335766422
2686,1573,4453,75,1,12,4084,2.0,109,258,95,0.06035578144853875,2.829097839898348
2687,3797,8251,671,1,25,7262,6.0,374,609,314,0.08267509215376515,2.172459189046867
2688,747,2281,92,1,12,2051,5.0,127,98,122,0.16310160427807488,3.049465240641711
2689,646,1387,108,26,41,1168,4.0,159,56,137,0.2117465224111283,2.143740340030912
2690,784,2003,70,1,5,1781,10.0,89,123,85,0.10828025477707007,2.551592356687898
2691,506,1497,94,1,5,1285,2.0,144,66,117,0.23076923076923078,2.9526627218934913
2692,2820,7471,267,1,19,6544,12.0,540,375,383,0.1357674583481035,2.6483516483516483
2693,3096,7733,114,1,11,6897,8.0,398,430,307,0.09912818856958347,2.496932515337423
2694,1004,2533,261,31,55,2115,2.0,251,165,204,0.20298507462686566,2.5203980099502488
2695,1274,4295,272,1,3,3743,7.0,263,282,203,0.1592156862745098,3.368627450980392
2696,907,3614,128,3,28,2872,2.0,497,243,330,0.3634361233480176,3.9801762114537445
2697,666,1435,72,2,19,1195,3.0,168,69,138,0.20689655172413793,2.151424287856072
2698,1279,6914,309,1,4,6300,17.0,341,256,259,0.20234375,5.4015625
2699,1500,11576,130,2,11,10037,9.0,1002,528,502,0.3344437041972019,7.712191872085277
2700,2527,14342,1016,1,23,13491,16.0,376,459,254,0.10047468354430379,5.673259493670886
2701,1213,4875,244,3,20,4071,8.0,401,395,250,0.20593080724876442,4.015650741350906
2702,3120,7928,54,1,5,6780,9.0,803,336,568,0.18199295097725088,2.5402114706824737
2703,1411,4259,259,4,15,3917,10.0,146,186,109,0.07719546742209632,3.01628895184136
2704,4520,18094,326,1,18,16380,8.0,313,1393,196,0.043353240433532406,4.002211900022119
2705,1102,3360,79,1,10,2971,4.0,234,151,191,0.17316409791477788,3.0462375339981866
2706,1258,2663,22,5,5,2405,6.0,119,133,107,0.08498808578236695,2.1151707704527403
2707,723,1957,97,1,4,1775,3.0,91,88,75,0.10359116022099447,2.703038674033149
2708,292,773,20,1,8,626,3.0,126,18,77,0.2627986348122867,2.638225255972696
2709,5489,18440,132,1,21,15585,28.0,1885,942,1463,0.2664845173041894,3.3588342440801457
2710,898,2356,21,2,5,2083,6.0,98,169,81,0.09010011123470522,2.6206896551724137
2711,4375,16710,160,1,5,15557,15.0,326,812,298,0.06809872029250456,3.8185557586837295
2712,682,2265,91,4,6,2011,10.0,124,120,112,0.16398243045387995,3.316251830161054
2713,2385,8784,549,1,21,7575,10.0,350,849,232,0.0972338642078793,3.6814752724224644
2714,395,1044,121,1,9,921,3.0,85,35,64,0.16161616161616163,2.6363636363636362
2715,2068,9351,128,1,8,8001,26.0,916,408,433,0.20927984533591107,4.519574673755438
2716,262,814,31,1,7,704,0.0,82,28,35,0.13307984790874525,3.0950570342205324
2717,975,2527,87,12,17,2113,1.0,275,138,248,0.2540983606557377,2.589139344262295
2718,3660,10951,413,36,112,8916,17.0,1487,531,829,0.22644086315214423,2.9912592187926794
2719,709,1660,198,1,6,1461,0.0,113,86,98,0.13802816901408452,2.3380281690140845
2720,7241,22901,336,1,16,20441,33.0,1054,1373,764,0.10549571941452637,3.1622479977906655
2721,12030,63430,821,4,21,58155,119.0,2212,2944,1784,0.14828360069819632,5.272213448591139
2722,992,5910,487,4,47,5352,16.0,199,343,80,0.08056394763343404,5.95166163141994
2723,397,6123,532,1,17,5621,0.0,310,192,88,0.22110552763819097,15.384422110552764
2724,2855,7996,525,1,18,7004,14.0,602,376,410,0.14355742296918766,2.799719887955182
2725,1067,4877,92,1,14,3917,3.0,689,268,377,0.3529962546816479,4.5664794007490634
2726,310,1379,95,1,13,1142,0.0,164,73,76,0.24437299035369775,4.434083601286174
2727,1123,3155,133,1,5,2597,6.0,409,143,244,0.21708185053380782,2.8069395017793592
2728,787,2150,117,1,11,1922,3.0,116,109,94,0.11928934010152284,2.728426395939086
2729,764,2761,137,5,14,2554,0.0,128,79,97,0.12679738562091503,3.6091503267973857
2730,2250,7516,90,1,3,6675,26.0,474,341,442,0.19635717458907154,3.3389604620168813
2731,801,4577,396,3,23,3991,5.0,396,185,121,0.15087281795511223,5.706982543640898
2732,318,836,55,1,2,737,1.0,38,60,34,0.10658307210031348,2.6206896551724137
2733,2003,4689,256,1,8,3964,14.0,414,297,354,0.17664670658682635,2.339820359281437
2734,1511,2921,29,1,3,2622,3.0,53,243,39,0.025793650793650792,1.931878306878307
2735,458,1126,33,1,3,969,2.0,104,51,83,0.18082788671023964,2.4531590413943354
